2019-03-23,"‘Cancel Brexit’ petition tops record 4 million signatures, crashing website at least twice",https://www.marketwatch.com/story/cancel-brexit-petition-tops-record-4-million-signatures-crashing-website-at-least-twice-2019-03-23
2019-04-09,Key Words: Candace Owens says white-nationalist discussion is intended to help Democrats win elections,https://www.marketwatch.com/story/candace-owens-says-white-nationalist-discussion-is-intended-to-help-democrats-win-elections-2019-04-09
2019-04-01,Here’s what it would take for users to give up Facebook for a month,https://www.marketwatch.com/story/heres-what-it-would-take-for-users-to-give-up-facebook-for-a-month-2019-04-01
2019-03-12,Capitol Report: Elizabeth Warren took contribution from Facebook’s Sandberg | Paul Ryan says Trump could be beat in 2020,https://www.marketwatch.com/story/elizabeth-warren-took-contribution-from-facebooks-sandberg-paul-ryan-says-trump-could-be-beat-in-2020-2019-03-12
2019-03-18,Stocks are at an inflection point — this is what to expect if you believe in technical analysis,https://www.marketwatch.com/story/stocks-are-at-an-inflection-point-this-is-what-to-expect-if-you-believe-in-technical-analysis-2019-03-18
2019-04-02,The Ratings Game: Netflix’s stock now a ‘top pick’ at J.P. Morgan,https://www.marketwatch.com/story/netflixs-stock-now-a-top-pick-at-jp-morgan-2019-04-02
2019-04-05,"The Ratings Game: Snap stock gains after new features, but can they make money?",https://www.marketwatch.com/story/snap-stock-gains-after-new-features-but-can-they-make-money-2019-04-05
2019-04-09,"Capitol Report: Nunes sues newspaper chain, claiming ‘character assassination’ | Senators ask FTC to take action against tech giants",https://www.marketwatch.com/story/nunes-sues-newspaper-chain-claiming-character-assassination-senators-ask-ftc-to-take-action-against-tech-giants-2019-04-09
2019-03-19,Trump Today: Trump Today: President warns Venezuela of tougher sanctions and brands Kellyanne Conway’s husband a ‘total loser’,https://www.marketwatch.com/story/trump-today-president-warns-venezuela-of-tougher-sanctions-and-brands-kellyanne-conways-husband-a-total-loser-2019-03-19
2019-03-19,Apple wants to change the way you watch sports,https://www.marketwatch.com/story/apple-wants-to-change-the-way-you-watch-sports-2019-03-19
2019-03-29,Tim Mullaney: Lyft IPO investors must have their head in the cloud to believe in this stock,https://www.marketwatch.com/story/lyft-ipo-investors-must-have-their-head-in-the-cloud-to-believe-in-this-stock-2019-03-29
2019-03-20,AMD’s stock moves into risky territory on Google gaming hype,https://www.marketwatch.com/story/amds-stock-moves-into-risky-territory-on-google-gaming-hype-2019-03-20
2019-04-08,Project Syndicate: Elizabeth Warren is right to go after the Big Tech monopolies,https://www.marketwatch.com/story/elizabeth-warren-is-right-to-go-after-the-big-tech-monopolies-2019-04-08
2019-03-14,"Market Snapshot: Stock futures edge lower as investors weigh weak China data, Brexit drama",https://www.marketwatch.com/story/stock-futures-edge-lower-as-investors-weigh-weak-china-data-brexit-drama-2019-03-14
2019-03-18,Facebook defends itself in Cambridge Analytica consumer class-action case,https://www.marketwatch.com/story/facebook-defends-itself-in-cambridge-analytica-consumer-class-action-case-2019-03-18
2019-03-28,The Moneyist: ‘I got engaged to a money monster’,https://www.marketwatch.com/story/i-got-engaged-to-a-money-monster-2019-03-28
2019-04-04,"Need to Know: Buy dollars even if stocks keep rising, says Goldman alumnus who predicted the financial crisis",https://www.marketwatch.com/story/buy-dollars-even-if-stocks-keep-rising-says-goldman-alumnus-who-predicted-the-financial-crisis-2019-04-04
2019-03-11,"Need to Know: An ‘unwholesome appetite’ for stocks could spoil this fairytale, strategist warns",https://www.marketwatch.com/story/an-unwholesome-appetite-for-stocks-could-spoil-this-fairytale-strategist-warns-2019-03-11
2019-03-13,Need to Know: DoubleLine Capital founder Gundlach sees a correction coming; others stand ready to buy that dip,https://www.marketwatch.com/story/doubleline-capital-founder-gundlach-sees-a-correction-coming-others-stand-ready-to-buy-that-dip-2019-03-13
2019-04-04,These diet habits kill more people than smoking,https://www.marketwatch.com/story/these-diet-habits-kill-more-people-than-smoking-2019-04-04
2019-03-25,"Tim Mullaney: Why you should let the Lyft IPO go by, and grab it when it comes around again",https://www.marketwatch.com/story/why-you-should-let-the-lyft-ipo-go-by-and-grab-it-when-it-comes-around-again-2019-03-25
2019-03-11,Cannabis Watch: Forget Elon Musk’s marijuana-smoking security-clearance troubles — just investing in cannabis stocks can cause you problems,https://www.marketwatch.com/story/forget-elon-musks-marijuana-smoking-security-clearance-troubles-just-investing-in-cannabis-stocks-can-cause-you-problems-2019-03-11
2019-03-12,Project Syndicate: Growing market power of a few corporate behemoths is stunting the economy,https://www.marketwatch.com/story/growing-market-power-of-a-few-corporate-behemoths-is-stunting-the-economy-2019-03-12
2019-03-14,Need to Know: Stock bear who predicted last recession says this is how investors can get ready for the next,https://www.marketwatch.com/story/stock-bear-who-predicted-last-recession-says-this-is-how-investors-can-get-ready-for-the-next-2019-03-14
2019-03-15,"One year after Zuckerberg’s testimony about violent content on Facebook, has anything changed?",https://www.marketwatch.com/story/a-year-after-zuckerbergs-testimony-on-violent-content-has-anything-changed-2019-03-15
2019-03-22,MarketWatch First Take: Facebook crumbles around its lonely king,https://www.marketwatch.com/story/facebook-crumbles-around-its-lonely-king-2019-03-22
2019-03-21,"Trump talks China and ISIS, ‘Mr. Kellyanne’ and the Mueller report: White House transcript",https://www.marketwatch.com/story/trump-talks-china-and-isis-mr-kellyanne-and-the-mueller-report-white-house-transcript-2019-03-21
2019-03-28,HUD charges Facebook with housing discrimination over targeted ads,https://www.marketwatch.com/story/hud-charges-facebook-with-housing-discrimination-over-targeted-ads-2019-03-28
2019-03-13,Facebook sites go down for some users,https://www.marketwatch.com/story/facebook-sites-go-down-for-some-users-2019-03-13
