,Dates,content_scores,title_scores,firstP_scores,stock_label,diff
0,2019-03-11,0.1814041394335512,0.18689999999999998,0.07706666666666667,1,0.470001
1,2019-03-12,0.07361303258145364,-0.11434999999999998,-0.19754999999999998,0,-0.169998
2,2019-03-13,-0.10451116666666667,-0.21525999999999995,-0.033440000000000004,1,1.049988
3,2019-03-14,0.08881866666666668,0.0,0.02269999999999999,1,0.41000299999999995
4,2019-03-18,0.03145087719298246,-0.2615,-0.4253333333333334,0,-3.100006
5,2019-03-19,0.1578874404761905,0.06147499999999999,0.07064999999999999,1,0.09001100000000001
6,2019-03-20,0.23956999999999998,0.1980666666666667,0.1589,1,3.940002
7,2019-03-21,-0.017306666666666668,0.0,0.2263,1,1.1900030000000001
8,2019-03-22,-0.13129444444444446,-0.2732,-0.2732,0,-1.309998
9,2019-03-27,-0.1161140976466456,-0.30396666666666666,-0.28313333333333335,0,-1.980011
10,2019-03-29,0.01799588539956213,-0.195,0.27526,1,0.300003
11,2019-04-01,0.216335,0.4588,0.765,1,0.8699950000000001
12,2019-04-02,0.19731283873099792,0.0,-0.34435,1,4.059998
13,2019-04-03,0.0838253790947958,0.12712,0.09136,0,-0.9600069999999999
14,2019-04-04,0.21835666666666667,-0.2263,0.5106,1,0.0
15,2019-04-05,0.2490913043478261,-0.0516,0.8107,0,-1.160004
16,2019-04-09,0.1078081081081081,0.6705,-0.2992,1,1.960007
