,Dates,content_scores,title_scores,firstP_scores,stock_label,diff
0,2019-03-12,0.20967368421052635,0.1531,0.34,0,-3.100006
1,2019-03-14,0.4671470588235295,0.4767,0.4767,0,-1.679993
2,2019-03-18,0.23083478260869564,0.6249,0.0,1,0.970001
3,2019-03-21,0.15146800000000002,-0.34,0.4019,1,3.869995
4,2019-03-27,0.3444,0.29600000000000004,0.0,0,-7.630005000000001
5,2019-03-28,0.3511928571428572,0.4215,0.0,1,0.119995
6,2019-04-04,0.4199882352941177,0.0,0.8779,0,-2.1900020000000002
