,Dates,content_scores,title_scores,firstP_scores,stock_label,diff
0,2019-03-11,0.05580971154321137,-0.005008333333333319,-0.19289166666666666,1,28.740021000000002
1,2019-03-12,-0.01847621447769057,-0.042653846153846146,-0.20280769230769227,0,-9.299987
2,2019-03-13,0.04512263180773562,-0.12472857142857142,-0.15197857142857144,0,-1.289978
3,2019-03-14,0.08614879701367474,-0.06596250000000001,-0.032312499999999994,0,-1.690002
4,2019-03-15,0.18973749999999998,-0.06223333333333331,0.3613666666666668,1,8.109985
5,2019-03-18,0.07274268416768419,-0.12170000000000003,0.20028333333333334,1,2.279999
6,2019-03-19,0.10160828036247391,-0.03176000000000001,-0.10072,1,2.289978
7,2019-03-20,0.10236666666666666,0.0,0.0516,1,1.459992
8,2019-03-22,0.0029014285714285756,0.3774,0.004249999999999976,0,-6.619996
9,2019-03-25,0.048688888888888913,-0.34,0.4404,1,5.4599910000000005
10,2019-03-26,-0.02366434731934732,-0.224525,-0.11105000000000001,0,-5.199982
11,2019-03-27,0.011742361111111117,-0.2997,-0.6576500000000001,1,2.319976
12,2019-03-28,0.08084736842105263,0.0,-0.8271,0,-2.1600040000000003
13,2019-04-01,0.20052698412698416,0.0,0.6911,1,5.740021
14,2019-04-03,0.1603880509468745,0.3918333333333333,0.4694,0,-4.940003
15,2019-04-04,-0.02786091269841269,-0.2253,-0.443525,1,9.869995
16,2019-04-05,-0.01008181818181817,-0.2846,-0.56775,0,-6.140014
17,2019-04-08,0.05882772208590181,0.05861428571428573,-0.008071428571428571,0,-1.680023
18,2019-04-09,-0.015669618736383447,-0.09778333333333332,-0.3758333333333333,0,-1.25
