dates,content_score,title_score,firstP_score,category
2019-03-19,-0.033211111111111115,-0.3182,-0.4404,marketwatch
2019-04-05,0.3663272727272727,0.1779,0.389,marketwatch
2019-03-18,-0.24711666666666676,-0.4404,-0.128,marketwatch
2019-03-18,-0.08209999999999999,0.0,0.13396666666666665,marketwatch
2019-04-05,0.02615,0.3818,-0.004049999999999998,marketwatch
2019-04-03,0.2939487179487179,0.4215,0.8553,marketwatch
2019-04-04,0.0915,0.0,0.0386,marketwatch
2019-03-19,0.13685,0.0,0.0,marketwatch
2019-04-03,0.13242,0.1513,0.1779,marketwatch
2019-04-03,0.02048636363636364,-0.2732,-0.213775,marketwatch
2019-04-06,0.033972972972972984,-0.34,0.26080000000000003,marketwatch
2019-03-15,0.014412499999999991,-0.5267,0.62165,marketwatch
2019-03-26,0.15657234042553195,0.0,0.5423,marketwatch
2019-03-20,0.01613793103448277,0.3612,-0.5408666666666667,marketwatch
2019-03-25,0.1468051282051282,0.4767,-0.08365,marketwatch
2019-03-18,0.045353333333333336,0.0,-0.8074,marketwatch
2019-03-19,0.13294883720930234,0.0,0.4588,marketwatch
2019-03-12,0.08671250000000001,-0.5574,0.0,marketwatch
2019-03-12,0.15932688172043005,0.4019,0.2553,marketwatch
2019-04-09,0.13817575757575756,0.0,0.2553,marketwatch
2019-03-26,0.26924444444444445,0.4767,0.4767,marketwatch
2019-04-04,-0.1979,-0.5574,-0.7543,marketwatch
2019-03-14,0.17256333333333346,-0.0387,0.156,marketwatch
2019-03-21,-0.15742727272727272,0.1531,-0.3182,marketwatch
2019-03-13,-0.15516875,-0.5574,-0.2023,marketwatch
2019-04-01,0.11185,-0.0516,0.5859,marketwatch
2019-03-10,0.08791764705882353,0.0,0.3871,marketwatch
2019-04-08,0.120865306122449,0.0,0.12315,marketwatch
2019-03-18,0.363075,0.4019,0.1909,marketwatch
2019-03-11,0.4068432432432432,0.743,0.8126,marketwatch
2019-03-25,0.0238548387096774,-0.5267,-0.7269,marketwatch
2019-03-29,0.27848484848484845,0.0,0.08333333333333333,marketwatch
2019-03-13,0.18564242424242428,0.0,0.1779,marketwatch
2019-04-08,0.2233117647058824,0.0,0.23775,marketwatch
2019-04-03,0.12020000000000003,-0.29600000000000004,0.2732,marketwatch
2019-03-20,0.06796119402985076,-0.2023,0.12186666666666668,marketwatch
2019-03-22,0.18127804878048775,0.4019,0.3913,marketwatch
2019-03-19,0.4313475000000001,0.1779,0.68996,marketwatch
2019-03-21,0.2586035714285715,0.6369,0.29585,marketwatch
2019-03-28,0.05773333333333335,0.4767,0.09356666666666663,marketwatch
2019-03-14,0.05617272727272727,-0.1298,0.6249,marketwatch
2019-03-26,0.16017727272727275,-0.3182,0.138475,marketwatch
2019-03-13,0.18452,0.1779,0.6369,marketwatch
2019-03-27,0.11482307692307693,0.0,-0.05135,marketwatch
2019-04-05,0.014290410958904104,-0.2732,-0.0625,marketwatch
2019-03-13,0.04407380952380953,0.0,0.056575,marketwatch
2019-03-25,0.171821568627451,0.3818,0.4588,marketwatch
2019-03-15,-0.020606250000000003,0.0,-0.44295,marketwatch
2019-03-28,-0.017490123456790126,0.1779,-0.26580000000000004,marketwatch
2019-03-28,-0.002979104477611943,0.0,-0.5719,marketwatch
2019-03-12,0.04060943396226415,0.0,0.3825,marketwatch
2019-03-27,0.11717087378640775,-0.3612,-0.32230000000000003,marketwatch
2019-03-12,0.11896333333333335,0.4215,0.3818,yahoo
2019-03-18,0.42045,0.0,0.42045,yahoo
2019-03-26,0.2923461538461539,0.4939,0.55155,yahoo
2019-03-14,0.22470000000000004,0.0,-0.15503333333333333,yahoo
2019-04-09,0.19504545454545452,0.34,-0.29186666666666666,yahoo
2019-03-25,0.3415185185185185,0.0,0.4767,yahoo
2019-03-28,0.670437037037037,0.0,0.6847541666666667,yahoo
2019-03-30,-0.02603846153846153,-0.4939,0.0,yahoo
2019-03-22,0.369591304347826,0.0,0.68305,yahoo
2019-03-16,-0.003948275862068965,-0.2732,0.3138,yahoo
2019-04-05,0.2929945945945945,0.5994,0.39299999999999996,yahoo
2019-03-29,0.4033127659574468,0.0,0.0,yahoo
2019-04-01,0.2277371428571429,0.3818,0.3622,yahoo
2019-03-14,0.21714107142857145,0.0,-0.1099,yahoo
2019-03-29,0.3135166666666667,0.0,0.2632,yahoo
2019-03-21,0.00270000000000001,0.0,0.2337333333333333,yahoo
2019-03-15,-0.12719285714285716,-0.7886,-0.2263,yahoo
2019-04-03,-0.0853916666666667,-0.5574,0.2263,yahoo
2019-03-28,0.31860000000000005,0.0,0.0,yahoo
2019-03-19,0.154702,0.0,0.0,yahoo
2019-03-19,0.130978125,0.0,0.02973333333333333,yahoo
2019-04-01,0.1199861111111111,0.5106,0.23581666666666665,yahoo
2019-03-11,0.25556111111111113,0.2023,0.69055,yahoo
2019-03-15,0.2636625,0.0,0.53505,yahoo
2019-04-09,0.261462962962963,0.0,0.2333,yahoo
2019-04-01,0.3017275862068966,0.3818,0.1909,yahoo
2019-03-13,-0.036784999999999984,-0.1531,0.0,yahoo
2019-03-11,0.13881000000000002,0.0,0.10013999999999998,yahoo
2019-04-08,0.2711933333333333,0.0,0.5239199999999999,yahoo
2019-03-27,0.2241272727272728,0.0,0.24855,yahoo
2019-03-20,0.3834743589743589,0.0,0.3752888888888889,yahoo
2019-03-18,0.27039166666666675,0.0,0.4340999999999999,yahoo
2019-03-25,0.28778125000000004,0.0,0.426925,yahoo
2019-03-18,0.16198928571428572,-0.4404,0.4264,yahoo
2019-03-12,0.4078827586206896,-0.128,0.41459375,yahoo
2019-03-21,0.2486674418604652,0.0,0.495475,yahoo
2019-03-14,0.2067026315789474,-0.2263,0.21075,yahoo
2019-03-19,0.32078636363636354,0.0,0.4469,yahoo
2019-03-25,0.2919500000000001,0.1779,0.3466,yahoo
2019-03-28,0.4939416666666667,0.3182,0.4552333333333333,yahoo
2019-03-28,0.24658461538461546,0.0,0.0,yahoo
2019-03-30,0.17096000000000006,0.4404,0.0593,yahoo
2019-03-18,0.02469999999999999,-0.3612,0.0,yahoo
2019-03-11,-0.17941111111111108,0.29600000000000004,0.0376,yahoo
2019-04-02,0.3007025,0.6369,0.0,yahoo
2019-04-05,0.3345769230769231,0.6369,0.1499,yahoo
2019-03-26,0.3147428571428571,0.5574,0.32730000000000004,yahoo
2019-04-07,0.281242,0.0,0.57675,yahoo
2019-03-19,0.07171860465116278,-0.29600000000000004,-0.1858,yahoo
2019-03-27,0.4157702127659574,0.3818,0.3003666666666667,yahoo
2019-03-21,0.34613249999999995,0.3612,0.4433400000000001,yahoo
2019-04-01,0.30426,0.3818,0.10212000000000003,yahoo
2019-03-23,-0.06338571428571428,-0.7717,0.08825000000000001,yahoo
2019-04-09,0.25596,0.0,0.20715,yahoo
2019-03-22,0.197516129032258,0.0,0.11333333333333336,yahoo
2019-03-29,0.24490495867768586,0.0,0.0,yahoo
2019-03-16,-0.09210421940928264,-0.5994,0.0,yahoo
2019-03-31,0.15809565217391305,0.5423,0.7506,yahoo
2019-03-10,0.13548387096774195,0.0,0.2779666666666667,yahoo
2019-03-26,0.1936529411764706,0.0,0.372375,yahoo
2019-04-04,0.16836666666666664,0.0,-0.4767,yahoo
2019-03-11,0.026088636363636373,0.0,-0.09866666666666668,yahoo
2019-03-24,0.05577804878048781,0.0772,0.3099,yahoo
2019-03-20,0.08360270270270274,0.4939,0.0,yahoo
2019-03-17,0.14903636363636366,0.0,0.11135,yahoo
2019-04-03,0.09928181818181817,0.29600000000000004,0.26935,yahoo
2019-04-10,0.26998787878787883,0.3182,0.2913666666666666,yahoo
2019-03-30,0.15083243243243244,0.0,0.20095,yahoo
2019-03-15,0.31074705882352943,0.3818,0.31845,yahoo
2019-03-19,0.2862547619047619,0.4939,0.17556666666666665,yahoo
2019-03-20,0.2631058823529412,0.3612,0.425575,yahoo
2019-04-02,0.2329840909090909,0.0,0.10704000000000001,yahoo
2019-04-07,0.16554081632653064,0.2023,0.26202857142857144,yahoo
2019-03-11,0.1953333333333333,0.0,0.5599,yahoo
2019-03-19,-0.021389795918367344,0.0,0.7264,yahoo
2019-03-16,0.25500192307692304,0.6249,0.5785999999999999,yahoo
2019-03-15,0.1526014925373134,-0.2263,0.2895666666666667,yahoo
2019-03-13,0.3879803278688525,0.6369,-0.2924,yahoo
2019-03-13,0.19737615384615395,0.2023,0.112725,yahoo
2019-03-25,0.1794238095238095,0.3818,0.53075,yahoo
2019-03-25,0.1794238095238095,0.3818,0.53075,yahoo
2019-04-07,0.1380558823529412,0.5719,0.6099,yahoo
2019-03-11,0.2978816513761468,0.0,0.14170000000000002,yahoo
2019-03-18,0.2144975903614456,0.5574,0.03444999999999998,yahoo
2019-04-08,-0.3123866666666667,-0.5994,0.0,yahoo
2019-04-01,0.11051153846153844,-0.6808,-0.3746,yahoo
2019-03-26,0.13578399999999993,0.0,0.28395,yahoo
2019-03-25,0.13973426966292132,-0.5574,0.128,yahoo
2019-03-10,0.1377049180327869,0.0,0.2779666666666667,yahoo
