dates,url,title,title_score,first_para,firstP_score,content_scores
2019-03-27,https://www.businessinsider.com/apple-news-publisher-opportunity-2019-3,"Why most publishers will elect to join Apple News+ (AAPL, NYT, NFLX)",0.296,"Here's what it means: Apple News+  hasn't changed much beyond Texture, the ""Netflix of magazines"" app that Apple  acquired last March. ",0.0,0.3444
2019-03-21,https://www.businessinsider.com/growing-svod-fragmentation-causing-subscription-fatigue-2019-3,"Consumers are growing frustrated with the increasing number of SVOD options (DIS, AAPL, NFLX, AMZN, ROKU)",-0.34," Growing fragmentation of the SVOD market is causing sub fatigue. Nearly half (47%) of US consumers say they're frustrated by the growing number of subscriptions and services required to watch what they want, per Deloitte. The major players know that, and it's likely a major reason why they've prioritized content scale for direct-to-consumer video services. For example, Disney's completed Fox deal now supplies them with a massive vault of exclusive content, and Netflix had 700 exclusive, original shows by the end of 2018. Sub fatigue will likely limit the opportunity for niche SVOD services. ",0.4019,0.15146800000000002
2019-04-04,https://www.businessinsider.com/t-mobile-viacom-content-for-ott-tv-service-2019-4,"T-Mobile will carry Viacom content on a new mobile TV service (TMUS, NFLX, VZ, T)",0.0," In keeping with its strategy to provide customers with free entertainment content — for example, T-Mobile offers offers free Netflix and Pandora for certain subs — T-Mobile is likely try and win over and retain subs by offering Viacom's content for free, as a perk of signing up for wireless service. The strategy would also be similar in-kind to AT&T;'s with its recently launched skinny bundle Watch TV, which customers get for free but non-customers have to pay $15 to access. ",0.8779,0.4199882352941177
2019-03-28,https://www.businessinsider.com/netflix-poaches-brad-falchuk-20th-century-fox-producer-2019-3,"Netflix poaches producer Brad Falchuk from 20th Century Fox as talent race intensifies (NFLX, DIS, AMZN, AAPL)",0.4215," Netflix has landed a four-year  overall deal valued in the high-eight-figure range with top producer Brad Falchuk (""Glee,"" ""American Horror Story"") who previously was signed with 20th Century Fox, per Deadline. ",0.0,0.3511928571428572
2019-03-12,https://www.businessinsider.com/quibi-mobile-first-tv-2019-3,"Here's why Quibi could succeed in its uphill battle against Netflix (FB, SNAP, GOOGL, NFLX, AAPL, DIS)",0.1531," Ultimately, Quibi's uphill battle will be differentiating its use case from social video and SVOD like Netflix. Quibi's most direct competition for video on mobile devices will come from social platforms like YouTube, Instagram, Facebook, and Snapchat that have been pushing heavily into new video formats over the past two years — including short-form, premium content designated for mobile consumption. ",0.34,0.20967368421052635
2019-03-14,https://www.businessinsider.com/stash-launches-banking-rewards-services-2019-3,"Stash launches banking and rewards services (NFLX, SPOT)",0.4767,"This is an excerpt from a story delivered exclusively to Business Insider Intelligence Fintech Briefing subscribers. To receive the full story plus other insights each morning,  click here.",0.4767,0.46714705882352947
2019-03-18,https://markets.businessinsider.com/news/stocks/netflix-stock-price-biggest-bull-bear-weigh-in-on-subscriber-growth-2019-3-1028037971,Netflix's biggest bull and bear agree on one thing about its key growth measure during an economic slowdown (NFLX),0.6249,Ernesto S. Ruscio/Getty Images for Netflix,0.0,0.23083478260869564
2019-03-18,https://www.businessinsider.com/netflix-stock-price-biggest-bull-bear-weigh-in-on-subscriber-growth-2019-3,Netflix's biggest bull and bear agree on one thing about its key growth measure during an economic slowdown (NFLX),0.6249,Ernesto S. Ruscio/Getty Images for Netflix,0.0,0.23083478260869564
2019-04-10,https://www.businessinsider.com/netflix-apple-airplay-not-working-everything-to-know-2019-4,"Netflix has killed support for an Apple feature that lets you beam content from your iPhone to Apple TV. Here's everything you need to know. (AAPL, NFLX)",-0.4215," Apple is starting to expand its AirPlay technology to third-party TVs, but Netflix has stopped supporting the feature. The video streaming giant discontinued support last week, instead urging subscribers to use the built-in Netflix app on Apple TV and other devices. ",0.7717,0.3521875
