Correlation Coefficient between sentiment score and Close open difference of stock price,,,,,,,,,,,,,,
"
               Companies                                                        
                                                                                   
                                                                                 Pearson Correlation
                                                                     Coefficient (with CloseOpenDiff)",,Yahoo,,,,Businessinsider,,,,Marketwatch,,,,
,,Facebook,Netflix,Boeing,Tesla,Facebook,Netflix,Boeing,Tesla,Facebook,Netflix,Boeing,Tesla,
Content_Score,current day score,0.13382086,0.03525897,0.5038443,-0.17095014,0.42509939,-0.58869483,0.15723499,-0.54090454,0.27634469,0.06324302,0.38496753,-0.07640692,
,previous day score,0.00968192,-0.22968742,0.30827547,0.02939457,0.36595143,0.45696934,0.3451551,-0.27246439,0.01292983,-0.16540922,0.19452579,-0.39251371,
Title_Score,current day score,0.30344847,0.07878321,0.0767812,0.41939703,0.50976289,-0.3061741,0.29385341,-0.31975847,0.39351799, -0.26985229,-0.37022281,0.02210038,
,previous day score,-0.02779531,-0.05622043,0.34026105,0.00444595,0.44701083,0.93009154,-0.19162926,-0.25672892,0.27741342,-0.15380866,0.48972089,-0.33115433,
FirstP_Score,current day score,-0.10513251,-0.12578524,0.59895493,-0.35763268,0.2231595 ,-0.0939207,0.15684424,0.23118321,0.1169946 ,0.30033058,0.23150238, -0.03190409,
,previous day score, 0.14400813,0.20355165,-0.07842332,-0.24079947,0.48794153,-0.04165963,0.15538127,-0.25037906,0.24737108,-0.29939979,-0.18469056,-0.50004398,
